"","SampleID","pOTU002","pOTU003","pOTU001","pOTU004","pOTU005","pOTU007","pOTU009","pOTU010","pOTU006","pOTU011","pOTU008","pOTU013","pOTU012","pOTU014","pOTU015","pOTU017","pOTU020","pOTU016","pOTU022","pOTU024","pOTU018","pOTU021","pOTU019","pOTU027","pOTU028","pOTU026","pOTU023","pOTU025","pOTU031","pOTU029","pOTU033","pOTU034","pOTU030","pOTU037","pOTU040","pOTU035","pOTU038","pOTU052","pOTU032","pOTU036","pOTU039","pOTU051","pOTU042","pOTU044","pOTU041","pOTU048","pOTU047","pOTU045","pOTU054","pOTU049","pOTU046","pOTU055","pOTU068","pOTU043","pOTU056","pOTU064","pOTU109","pOTU059","pOTU057","pOTU065","pOTU050","pOTU181","pOTU060","pOTU069","pOTU130","pOTU102","pOTU142","pOTU071","pOTU058","pOTU063","pOTU066","pOTU073","pOTU053","pOTU160","pOTU062","pOTU176","pOTU136","pOTU070","pOTU061","pOTU174","pOTU169","pOTU079","pOTU067","pOTU089","pOTU095","pOTU131","pOTU075","pOTU161","pOTU140","pOTU090","pOTU138","pOTU170","pOTU084","pOTU124","pOTU072","pOTU083","pOTU077","pOTU080","pOTU093","pOTU116","pOTU180","pOTU108","pOTU074","pOTU076","pOTU086","pOTU144","pOTU166","pOTU139","pOTU157","pOTU078","pOTU163","pOTU096","pOTU087","pOTU165","pOTU081","pOTU120","pOTU179","pOTU092","pOTU105","pOTU156","pOTU172","pOTU158","pOTU111","pOTU082","pOTU085","pOTU113","pOTU164","pOTU168","pOTU106","pOTU091","pOTU098","pOTU088","pOTU122","pOTU175","pOTU162","pOTU094","pOTU117","pOTU097","pOTU125","pOTU154","pOTU123","pOTU159","pOTU100","pOTU103","pOTU112","pOTU126","pOTU099","pOTU101","pOTU150","pOTU129","pOTU128","pOTU119","pOTU148","pOTU145","pOTU137","pOTU146","pOTU107","pOTU152","pOTU141","pOTU115","pOTU132","pOTU178","pOTU133","pOTU114","pOTU177","pOTU127","pOTU121","pOTU104","pOTU167","pOTU151","pOTU155","pOTU147","pOTU135","pOTU110","Old_sample_ID","project","size_fraction_lower_threshold","size_fraction_upper_threshold","collection_date_merged","Year","Month","Day","lat","long","lat_rank","depth","water_colum","altitude","feature_v2","raw_env_v2","Salinity_V2","Temp_MG","Longhurst_province","longhurst_code","province_name","ocean","biome","OcenRegion","notus_18SrRNA","nreads_18SrRNA","picozoa_nreads","picozoa_noutus","picozoa_nreads_rarefy","Picozoa_notus_rarefy","Shannon","S.obs","S.chao1","water_colum2","depth_group"
"1205","SRR5917524",0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SRR5917524","PRJNA385736",0.22,NA,"13/09/2016",2016,9,13,-30.96323,153.39577,"-30_-60",750,"MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.483246,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",1920,74471,65,11,7,5,1.475076311,5,11,"NO_SUNLIGHT","meso"
"1206","SRR5917529",0,2,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SRR5917529","PRJNA385736",0.22,NA,"13/09/2016",2016,9,13,-30.96422,153.39463,"-30_-60",500,"MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.782008,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",2094,48645,94,10,18,6,1.270958607,6,7,"NO_SUNLIGHT","meso"
"1207","SRR5917530",0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SRR5917530","PRJNA385736",0.22,NA,"13/09/2016",2016,9,13,-30.9655,153.39303,"-30_-60",210,"MESO",NA,"marine layer (ENVO_01000295)","Pelagic",35.321844,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",2157,51395,31,3,6,2,0.636514168,2,2,"NO_SUNLIGHT","meso"
"1208","SRR5917533",0,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SRR5917533","PRJNA385736",0.22,NA,"13/09/2016",2016,9,13,-30.9626,153.39702,"-30_-60",1000,"BATHY",NA,"marine layer (ENVO_01000295)","Pelagic",34.448578,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",1333,42191,46,6,10,4,1.279854226,4,4,"NO_SUNLIGHT","meso"
"1209","SRR5917535",0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SRR5917535","PRJNA385736",0.22,NA,"15/09/2016",2016,9,15,-32.56697,153.11782,"-30_-60",60,"EPI",NA,"marine layer (ENVO_01000295)","Pelagic",35.710526,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",1020,19880,37,3,20,3,0.856840995,3,3,"SUNLIGHT","epi"
"1210","SRR5917536",4,0,0,23,2,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SRR5917536","PRJNA385736",0.22,NA,"15/09/2016",2016,9,15,-32.56725,153.11745,"-30_-60",40,"EPI",NA,"marine layer (ENVO_01000295)","Pelagic",35.700957,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",937,13902,54,5,40,5,1.233519773,5,5,"SUNLIGHT","epi"
"1211","SRR5917541",3,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SRR5917541","PRJNA385736",0.22,NA,"15/09/2016",2016,9,15,-32.5679,153.11665,"-30_-60",0,"SURF",NA,"marine layer (ENVO_01000295)","Pelagic",35.692521,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",871,30276,46,7,14,5,1.512451178,5,5,"SUNLIGHT","epi"
"1212","SRR5917545",0,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SRR5917545","PRJNA385736",0.22,NA,"15/09/2016",2016,9,15,-32.56317,153.1194,"-30_-60",750,"MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.496606,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",1017,35812,37,4,11,4,1.294545166,4,4,"NO_SUNLIGHT","meso"
"1213","SRR5917550",0,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SRR5917550","PRJNA385736",0.22,NA,"16/09/2016",2016,9,16,-32.4697,154.10308,"-30_-60",1000,"BATHY",NA,"marine layer (ENVO_01000295)","Pelagic",34.447192,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",1818,56869,67,8,11,4,1.162225545,4,5,"NO_SUNLIGHT","meso"
"1214","SRR5917554",1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SRR5917554","PRJNA385736",0.22,NA,"17/09/2016",2016,9,17,-32.46452,153.70453,"-30_-60",0,"SURF",NA,"marine layer (ENVO_01000295)","Pelagic",35.778764,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",1253,34021,23,7,6,5,1.560710409,5,8,"SUNLIGHT","epi"
"1215","SRR5917558",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SRR5917558","PRJNA385736",0.22,NA,"17/09/2016",2016,9,17,-32.46477,153.70428,"-30_-60",45,"EPI",NA,"marine layer (ENVO_01000295)","Pelagic",35.757242,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",1205,49176,18,4,4,2,0.693147181,2,2,"SUNLIGHT","epi"
"1216","SRR5917560",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SRR5917560","PRJNA385736",0.22,NA,"19/09/2016",2016,9,19,-27.99938,153.78037,"0_-30",0,"SURF",NA,"marine layer (ENVO_01000295)","Pelagic",35.671443,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",1222,43213,12,4,3,2,0.636514168,2,2,"SUNLIGHT","epi"
"1217","SRR5917561",1,1,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SRR5917561","PRJNA385736",0.22,NA,"19/09/2016",2016,9,19,-27.99938,153.78083,"0_-30",45,"EPI",NA,"marine layer (ENVO_01000295)","Pelagic",35.683845,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",2111,48696,53,10,10,6,1.695742534,6,7,"SUNLIGHT","epi"
"1218","SRR5917563",0,5,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SRR5917563","PRJNA385736",0.22,NA,"16/09/2016",2016,9,16,-32.47488,154.481,"-30_-60",500,"MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.866941,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",2092,45579,74,7,16,3,0.830523691,3,3,"NO_SUNLIGHT","meso"
"1219","SRR5917565",1,5,0,5,8,0,0,0,0,4,2,0,0,0,0,4,0,1,0,0,0,1,0,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SRR5917565","PRJNA385736",0.22,NA,"15/09/2016",2016,9,15,-33.0031,152.90832,"-30_-60",0,"SURF",NA,"marine layer (ENVO_01000295)","Pelagic",35.718617,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",1938,41433,159,14,38,13,2.302014103,13,20.5,"SUNLIGHT","epi"
"1220","SRR5917567",0,22,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SRR5917567","PRJNA385736",0.22,NA,"15/09/2016",2016,9,15,-32.56445,153.11965,"-30_-60",500,"MESO",NA,"marine layer (ENVO_01000295)","Pelagic",34.795335,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",766,28126,114,4,38,3,0.883820042,3,3,"NO_SUNLIGHT","meso"
"1221","SRR5917570",0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SRR5917570","PRJNA385736",0.22,NA,"15/09/2016",2016,9,15,-32.56547,153.11933,"-30_-60",260,"MESO",NA,"marine layer (ENVO_01000295)","Pelagic",35.435026,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",739,26240,61,2,24,2,0.603637252,2,2,"NO_SUNLIGHT","meso"
"1222","SRR5917572",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SRR5917572","PRJNA385736",0.22,NA,"15/09/2016",2016,9,15,-32.75825,152.98702,"-30_-60",60,"EPI",NA,"marine layer (ENVO_01000295)","Pelagic",35.707766,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",1325,42592,11,4,2,2,0.693147181,2,3,"SUNLIGHT","epi"
"1223","SRR5917577",0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SRR5917577","PRJNA385736",0.22,NA,"15/09/2016",2016,9,15,-32.75928,152.98602,"-30_-60",0,"SURF",NA,"marine layer (ENVO_01000295)","Pelagic",35.698013,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",1120,43568,35,9,6,5,1.560710409,5,8,"SUNLIGHT","epi"
"1224","SRR5917578",0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SRR5917578","PRJNA385736",0.22,NA,"15/09/2016",2016,9,15,-32.57998,153.07755,"-30_-60",1000,"BATHY",NA,"marine layer (ENVO_01000295)","Pelagic",34.448149,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",1419,35308,41,10,10,6,1.609437912,6,9,"NO_SUNLIGHT","meso"
"1225","SRR5917583",1,4,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SRR5917583","PRJNA385736",0.22,NA,"16/09/2016",2016,9,16,-32.47638,154.48045,"-30_-60",125,"EPI",NA,"marine layer (ENVO_01000295)","Pelagic",35.72318,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",1841,40655,109,8,26,5,1.326075556,5,5,"SUNLIGHT","epi"
"1226","SRR5917584",0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SRR5917584","PRJNA385736",0.22,NA,"14/09/2016",2016,9,14,-31.64283,153.31958,"-30_-60",140,"EPI",NA,"marine layer (ENVO_01000295)","Pelagic",35.666855,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",2083,45108,115,4,25,3,0.529643503,3,3,"SUNLIGHT","epi"
"1227","SRR5917586",2,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SRR5917586","PRJNA385736",0.22,NA,"14/09/2016",2016,9,14,-31.64578,153.3189,"-30_-60",60,"EPI",NA,"marine layer (ENVO_01000295)","Pelagic",35.790175,NA,"Coastal - East Australian Coastal Province","AUSE","East Australian coast","Pacific","Coastal","SPO",2898,83517,116,8,13,3,0.830517825,3,3,"SUNLIGHT","epi"
