pOTU,Phylodist,Niche0ver,CladeID
pOTU041_pOTU005,52,0.794307353,NN
pOTU041_pOTU004,52,0.707165366,NN
pOTU041_pOTU003,52,0.280687318,NN
pOTU041_pOTU002,52,0.272904249,NN
pOTU041_pOTU043,52,0.55045259,NN
pOTU041_pOTU045,52,0.749762088,NN
pOTU041_pOTU048,52,0.534658738,NN
pOTU041_pOTU044,52,0.660284643,NN
pOTU041_pOTU039,52,0.473672652,NN
pOTU041_pOTU032,52,0.723506693,NN
pOTU041_pOTU034,52,0.756555838,NN
pOTU041_pOTU035,52,0.447870611,NN
pOTU041_pOTU033,52,0.770590344,NN
pOTU041_pOTU029,52,0.585005238,NN
pOTU041_pOTU025,52,0.808030685,NN
pOTU041_pOTU023,52,0.609087771,NN
pOTU041_pOTU026,52,0.754478687,NN
pOTU041_pOTU028,52,0.336353746,NN
pOTU041_pOTU019,52,0.651442258,NN
pOTU041_pOTU021,52,0.632111234,NN
pOTU041_pOTU018,52,0.234769404,NN
pOTU041_pOTU024,52,0.693054498,NN
pOTU041_pOTU016,52,0.573193591,NN
pOTU041_pOTU020,52,0.064871995,NN
pOTU041_pOTU017,52,0.712543782,NN
pOTU041_pOTU008,52,0.684930198,NN
pOTU041_pOTU011,52,0.735943794,NN
pOTU041_pOTU010,52,0.382389941,NN
pOTU041_pOTU051,52,8.19E-10,NN
pOTU041_pOTU052,52,0,NN
pOTU041_pOTU030,52,0.028776203,NN
pOTU041_pOTU037,52,0,NN
pOTU041_pOTU040,52,0,NN
pOTU041_pOTU031,52,0.005606231,NN
pOTU041_pOTU015,52,0,NN
pOTU041_pOTU014,52,0.003959065,NN
pOTU041_pOTU012,52,0.002431356,NN
pOTU041_pOTU013,52,1.01E-08,NN
pOTU041_pOTU006,52,0.000755771,NN
pOTU041_pOTU009,52,0.025115868,NN
pOTU041_pOTU007,52,0.013027578,NN
pOTU041_pOTU001,52,0.012784398,NN
pOTU044_pOTU047,46,0.138044355,NN
pOTU044_pOTU059,46,0.22241238,NN
pOTU044_pOTU049,46,0.506973983,NN
pOTU044_pOTU054,46,0.015667998,NN
pOTU044_pOTU036,48,0.034077756,NN
pOTU044_pOTU005,46,0.62089439,NN
pOTU044_pOTU004,46,0.538629685,NN
pOTU044_pOTU003,46,0.243511254,NN
pOTU044_pOTU002,46,0.237089748,NN
pOTU044_pOTU046,52,0.590952741,NN
pOTU044_pOTU048,46,0.454986801,NN
pOTU044_pOTU041,52,0.660284643,NN
pOTU044_pOTU042,52,0.560036068,NN
pOTU044_pOTU032,46,0.510063732,NN
pOTU044_pOTU038,52,0.589210139,NN
pOTU044_pOTU029,46,0.517618608,NN
pOTU044_pOTU023,46,0.533252898,NN
pOTU044_pOTU028,46,0.279669647,NN
pOTU044_pOTU027,52,0.685941754,NN
pOTU044_pOTU019,46,0.472011678,NN
pOTU044_pOTU021,48,0.45518498,NN
pOTU044_pOTU018,46,0.210964972,NN
pOTU044_pOTU016,46,0.578820685,NN
pOTU044_pOTU020,46,0.051752347,NN
pOTU044_pOTU017,46,0.652521767,NN
pOTU044_pOTU008,46,0.610703824,NN
pOTU044_pOTU011,46,0.652103124,NN
pOTU044_pOTU010,46,0.304109387,NN
pOTU044_pOTU051,46,0,NN
pOTU044_pOTU052,46,0,NN
pOTU044_pOTU030,48,0.030377222,NN
pOTU044_pOTU037,48,0,NN
pOTU044_pOTU040,50,2.95E-08,NN
pOTU044_pOTU031,48,0.001954898,NN
pOTU044_pOTU015,48,5.30E-08,NN
pOTU044_pOTU012,48,0.000983313,NN
pOTU044_pOTU009,46,0.028785968,NN
pOTU044_pOTU007,46,0.011471955,NN
pOTU044_pOTU001,48,0.010383647,NN
pOTU042_pOTU047,52,0.107940082,NN
pOTU042_pOTU059,52,0.18949921,NN
pOTU042_pOTU049,52,0.454928073,NN
pOTU042_pOTU054,52,0.015582598,NN
pOTU042_pOTU036,52,0.022407695,NN
pOTU042_pOTU022,52,0.231350318,NN
pOTU042_pOTU005,52,0.60251499,NN
pOTU042_pOTU004,52,0.640409712,NN
pOTU042_pOTU003,52,0.216140005,NN
pOTU042_pOTU002,52,0.186944862,NN
pOTU042_pOTU043,52,0.36520349,NN
pOTU042_pOTU045,52,0.769898949,NN
pOTU042_pOTU048,52,0.790123622,NN
pOTU042_pOTU044,52,0.560036068,NN
pOTU042_pOTU039,52,0.36430268,NN
pOTU042_pOTU032,52,0.530037438,NN
pOTU042_pOTU034,52,0.596968393,NN
pOTU042_pOTU035,52,0.334424683,NN
pOTU042_pOTU033,52,0.61749789,NN
pOTU042_pOTU029,52,0.538360055,NN
pOTU042_pOTU025,52,0.59358665,NN
pOTU042_pOTU023,52,0.647530816,NN
pOTU042_pOTU026,52,0.58124032,NN
pOTU042_pOTU028,52,0.244274692,NN
pOTU042_pOTU019,52,0.460773753,NN
pOTU042_pOTU021,52,0.473744654,NN
pOTU042_pOTU018,52,0.170813691,NN
pOTU042_pOTU024,52,0.612433315,NN
pOTU042_pOTU016,52,0.60176994,NN
pOTU042_pOTU020,52,0.038084746,NN
pOTU042_pOTU017,52,0.597009904,NN
pOTU042_pOTU008,52,0.608469346,NN
pOTU042_pOTU011,52,0.69987267,NN
pOTU042_pOTU010,52,0.252150204,NN
pOTU042_pOTU051,52,0,NN
pOTU042_pOTU052,52,0,NN
pOTU042_pOTU030,52,0.017014689,NN
pOTU042_pOTU037,52,0,NN
pOTU042_pOTU040,52,0,NN
pOTU042_pOTU031,52,0.001123609,NN
pOTU042_pOTU015,52,0,NN
pOTU042_pOTU014,52,0.001136093,NN
pOTU042_pOTU012,52,0.000549745,NN
pOTU042_pOTU013,52,0,NN
pOTU042_pOTU006,52,0.000755771,NN
pOTU042_pOTU009,52,0.013718916,NN
pOTU042_pOTU007,52,0.009236385,NN
pOTU042_pOTU001,52,0.008278383,NN
pOTU039_pOTU047,46,0.140449887,NN
pOTU039_pOTU059,46,0.082953632,NN
pOTU039_pOTU049,46,0.432924463,NN
pOTU039_pOTU054,46,0.018633417,NN
pOTU039_pOTU036,48,0.049548467,NN
pOTU039_pOTU005,46,0.506520915,NN
pOTU039_pOTU004,46,0.413598587,NN
pOTU039_pOTU003,46,0.205814694,NN
pOTU039_pOTU002,46,0.176520114,NN
pOTU039_pOTU046,52,0.42752634,NN
pOTU039_pOTU048,46,0.298246187,NN
pOTU039_pOTU041,52,0.473672652,NN
pOTU039_pOTU042,52,0.36430268,NN
pOTU039_pOTU032,46,0.301769635,NN
pOTU039_pOTU038,52,0.488385529,NN
pOTU039_pOTU029,46,0.767571137,NN
pOTU039_pOTU023,46,0.611467426,NN
pOTU039_pOTU028,46,0.188338367,NN
pOTU039_pOTU027,52,0.521790762,NN
pOTU039_pOTU019,46,0.261037155,NN
pOTU039_pOTU021,48,0.209544796,NN
pOTU039_pOTU018,46,0.139022663,NN
pOTU039_pOTU016,46,0.684826743,NN
pOTU039_pOTU020,46,0.067135972,NN
pOTU039_pOTU017,46,0.711331453,NN
pOTU039_pOTU008,46,0.653935625,NN
pOTU039_pOTU011,46,0.618221713,NN
pOTU039_pOTU010,46,0.161153452,NN
pOTU039_pOTU051,46,0,NN
pOTU039_pOTU052,46,0,NN
pOTU039_pOTU030,48,0.044874675,NN
pOTU039_pOTU037,48,0,NN
pOTU039_pOTU040,50,3.62E-08,NN
pOTU039_pOTU031,48,0.008185636,NN
pOTU039_pOTU015,48,9.51E-08,NN
pOTU039_pOTU012,48,0.001443519,NN
pOTU039_pOTU009,46,0.04797042,NN
pOTU039_pOTU007,46,0.012209655,NN
pOTU039_pOTU001,48,0.012194396,NN
pOTU032_pOTU047,42,0.200939332,NN
pOTU032_pOTU049,44,0.610459874,NN
pOTU032_pOTU036,48,0.055187803,NN
pOTU032_pOTU022,46,0.358786381,NN
pOTU032_pOTU005,44,0.70313121,NN
pOTU032_pOTU004,42,0.638254355,NN
pOTU032_pOTU003,44,0.294856043,NN
pOTU032_pOTU043,46,0.607760792,NN
pOTU032_pOTU046,52,0.627350894,NN
pOTU032_pOTU045,46,0.662167368,NN
pOTU032_pOTU041,52,0.723506693,NN
pOTU032_pOTU044,46,0.510063732,NN
pOTU032_pOTU042,52,0.530037438,NN
pOTU032_pOTU039,46,0.301769635,NN
pOTU032_pOTU038,52,0.697736177,NN
pOTU032_pOTU034,46,0.658361824,NN
pOTU032_pOTU035,46,0.304821511,NN
pOTU032_pOTU033,46,0.615699936,NN
pOTU032_pOTU025,46,0.755866238,NN
pOTU032_pOTU026,46,0.622694615,NN
pOTU032_pOTU027,52,0.654620924,NN
pOTU032_pOTU019,44,0.768886603,NN
pOTU032_pOTU021,48,0.746450123,NN
pOTU032_pOTU024,46,0.692555093,NN
pOTU032_pOTU052,44,0,NN
pOTU032_pOTU030,48,0.054657842,NN
pOTU032_pOTU037,48,0,NN
pOTU032_pOTU040,50,0,NN
pOTU032_pOTU031,48,0.012138592,NN
pOTU032_pOTU015,48,1.49E-11,NN
pOTU032_pOTU014,46,0.007848105,NN
pOTU032_pOTU012,48,0.006295261,NN
pOTU032_pOTU013,46,1.23E-07,NN
pOTU032_pOTU006,46,0.000755771,NN
pOTU032_pOTU009,44,0.045221492,NN
pOTU032_pOTU001,48,0.016278526,NN
pOTU038_pOTU047,52,0.184814753,NN
pOTU038_pOTU059,52,0.370253071,NN
pOTU038_pOTU049,52,0.579660943,NN
pOTU038_pOTU054,52,0.019381777,NN
pOTU038_pOTU036,52,0.044329988,NN
pOTU038_pOTU022,52,0.33637694,NN
pOTU038_pOTU005,52,0.78319226,NN
pOTU038_pOTU004,52,0.795645728,NN
pOTU038_pOTU003,52,0.291574636,NN
pOTU038_pOTU002,52,0.301350725,NN
pOTU038_pOTU043,52,0.533304811,NN
pOTU038_pOTU045,52,0.681927341,NN
pOTU038_pOTU048,52,0.499840415,NN
pOTU038_pOTU044,52,0.589210139,NN
pOTU038_pOTU039,52,0.488385529,NN
pOTU038_pOTU032,52,0.697736177,NN
pOTU038_pOTU034,52,0.780940577,NN
pOTU038_pOTU035,52,0.460158741,NN
pOTU038_pOTU033,52,0.787624999,NN
pOTU038_pOTU029,52,0.637761333,NN
pOTU038_pOTU025,52,0.819894415,NN
pOTU038_pOTU023,52,0.66910022,NN
pOTU038_pOTU026,52,0.705351528,NN
pOTU038_pOTU028,52,0.331245339,NN
pOTU038_pOTU019,52,0.646269532,NN
pOTU038_pOTU021,52,0.619721687,NN
pOTU038_pOTU018,52,0.238023084,NN
pOTU038_pOTU024,52,0.706548354,NN
pOTU038_pOTU016,52,0.623200134,NN
pOTU038_pOTU020,52,0.087879114,NN
pOTU038_pOTU017,52,0.682784855,NN
pOTU038_pOTU008,52,0.726555966,NN
pOTU038_pOTU011,52,0.729300942,NN
pOTU038_pOTU010,52,0.360701265,NN
pOTU038_pOTU051,52,2.51E-10,NN
pOTU038_pOTU052,52,0,NN
pOTU038_pOTU030,52,0.036988025,NN
pOTU038_pOTU037,52,1.65E-09,NN
pOTU038_pOTU040,52,2.70E-06,NN
pOTU038_pOTU031,52,0.005949795,NN
pOTU038_pOTU015,52,9.03E-06,NN
pOTU038_pOTU014,52,0.00436991,NN
pOTU038_pOTU012,52,0.001857333,NN
pOTU038_pOTU013,52,4.57E-05,NN
pOTU038_pOTU006,52,0.000755771,NN
pOTU038_pOTU009,52,0.036792414,NN
pOTU038_pOTU007,52,0.014451125,NN
pOTU038_pOTU001,52,0.014318016,NN
pOTU034_pOTU047,46,0.231349502,NN
pOTU034_pOTU059,46,0.239471327,NN
pOTU034_pOTU049,46,0.67834044,NN
pOTU034_pOTU054,46,0.039800889,NN
pOTU034_pOTU036,48,0.079789536,NN
pOTU034_pOTU005,46,0.811071036,NN
pOTU034_pOTU004,46,0.702511763,NN
pOTU034_pOTU003,46,0.320457793,NN
pOTU034_pOTU002,46,0.348516867,NN
pOTU034_pOTU046,52,0.764907966,NN
pOTU034_pOTU048,46,0.487579909,NN
pOTU034_pOTU041,52,0.756555838,NN
pOTU034_pOTU042,52,0.596968393,NN
pOTU034_pOTU032,46,0.658361824,NN
pOTU034_pOTU038,52,0.780940577,NN
pOTU034_pOTU029,46,0.64326259,NN
pOTU034_pOTU023,46,0.687437794,NN
pOTU034_pOTU028,46,0.354733853,NN
pOTU034_pOTU027,52,0.759149052,NN
pOTU034_pOTU019,46,0.632192803,NN
pOTU034_pOTU021,48,0.546337025,NN
pOTU034_pOTU018,46,0.275475143,NN
pOTU034_pOTU016,46,0.628873022,NN
pOTU034_pOTU020,46,0.118460889,NN
pOTU034_pOTU017,46,0.729076444,NN
pOTU034_pOTU008,46,0.754005748,NN
pOTU034_pOTU011,46,0.722183067,NN
pOTU034_pOTU010,46,0.350386935,NN
pOTU034_pOTU051,46,0.002374545,NN
pOTU034_pOTU052,46,0.002369527,NN
pOTU034_pOTU030,48,0.076088653,NN
pOTU034_pOTU037,48,3.44E-05,NN
pOTU034_pOTU040,50,0.002776577,NN
pOTU034_pOTU031,48,0.01699215,NN
pOTU034_pOTU015,48,0.000518329,NN
pOTU034_pOTU012,48,0.013496449,NN
pOTU034_pOTU009,46,0.073002712,NN
pOTU034_pOTU007,46,0.023134602,NN
pOTU034_pOTU001,48,0.025888063,NN
pOTU035_pOTU047,46,0.157505194,NN
pOTU035_pOTU059,46,0.060942651,NN
pOTU035_pOTU049,46,0.440350327,NN
pOTU035_pOTU054,46,0.029732733,NN
pOTU035_pOTU036,48,0.054554102,NN
pOTU035_pOTU005,46,0.49249916,NN
pOTU035_pOTU004,46,0.38767767,NN
pOTU035_pOTU003,46,0.201804048,NN
pOTU035_pOTU002,46,0.177401005,NN
pOTU035_pOTU046,52,0.397944212,NN
pOTU035_pOTU048,46,0.263725318,NN
pOTU035_pOTU041,52,0.447870611,NN
pOTU035_pOTU042,52,0.334424683,NN
pOTU035_pOTU032,46,0.304821511,NN
pOTU035_pOTU038,52,0.460158741,NN
pOTU035_pOTU029,46,0.744800963,NN
pOTU035_pOTU023,46,0.575531435,NN
pOTU035_pOTU028,46,0.196265878,NN
pOTU035_pOTU027,52,0.490887988,NN
pOTU035_pOTU019,46,0.246815368,NN
pOTU035_pOTU021,48,0.199998329,NN
pOTU035_pOTU018,46,0.147499977,NN
pOTU035_pOTU016,46,0.641740503,NN
pOTU035_pOTU020,46,0.084139703,NN
pOTU035_pOTU017,46,0.653277019,NN
pOTU035_pOTU008,46,0.633150969,NN
pOTU035_pOTU011,46,0.576191079,NN
pOTU035_pOTU010,46,0.170991763,NN
pOTU035_pOTU051,46,1.43E-09,NN
pOTU035_pOTU052,46,0,NN
pOTU035_pOTU030,48,0.048736991,NN
pOTU035_pOTU037,48,0,NN
pOTU035_pOTU040,50,0,NN
pOTU035_pOTU031,48,0.011287505,NN
pOTU035_pOTU015,48,1.49E-11,NN
pOTU035_pOTU012,48,0.004204539,NN
pOTU035_pOTU009,46,0.048066847,NN
pOTU035_pOTU007,46,0.013806188,NN
pOTU035_pOTU001,48,0.014544255,NN
pOTU033_pOTU047,46,0.198823745,NN
pOTU033_pOTU059,46,0.265457382,NN
pOTU033_pOTU049,46,0.643209925,NN
pOTU033_pOTU054,46,0.024241643,NN
pOTU033_pOTU036,48,0.059759689,NN
pOTU033_pOTU005,46,0.823053305,NN
pOTU033_pOTU004,46,0.678768472,NN
pOTU033_pOTU003,46,0.301325992,NN
pOTU033_pOTU002,46,0.311376599,NN
pOTU033_pOTU046,52,0.705928293,NN
pOTU033_pOTU048,46,0.470669814,NN
pOTU033_pOTU041,52,0.770590344,NN
pOTU033_pOTU042,52,0.61749789,NN
pOTU033_pOTU032,46,0.615699936,NN
pOTU033_pOTU038,52,0.787624999,NN
pOTU033_pOTU029,46,0.717281709,NN
pOTU033_pOTU023,46,0.686801812,NN
pOTU033_pOTU028,46,0.355853845,NN
pOTU033_pOTU027,52,0.788283178,NN
pOTU033_pOTU019,46,0.570324473,NN
pOTU033_pOTU021,48,0.520754717,NN
pOTU033_pOTU018,46,0.266249219,NN
pOTU033_pOTU016,46,0.726585128,NN
pOTU033_pOTU020,46,0.091491791,NN
pOTU033_pOTU017,46,0.826443714,NN
pOTU033_pOTU008,46,0.807072341,NN
pOTU033_pOTU011,46,0.798055,NN
pOTU033_pOTU010,46,0.379737539,NN
pOTU033_pOTU051,46,1.84E-07,NN
pOTU033_pOTU052,46,0,NN
pOTU033_pOTU030,48,0.052705498,NN
pOTU033_pOTU037,48,0.000244488,NN
pOTU033_pOTU040,50,0.001221567,NN
pOTU033_pOTU031,48,0.008876499,NN
pOTU033_pOTU015,48,0.000936717,NN
pOTU033_pOTU012,48,0.003750762,NN
pOTU033_pOTU009,46,0.053166978,NN
pOTU033_pOTU007,46,0.018512484,NN
pOTU033_pOTU001,48,0.0190177,NN
pOTU029_pOTU047,42,0.161139761,NN
pOTU029_pOTU049,44,0.526141097,NN
pOTU029_pOTU036,48,0.045025016,NN
pOTU029_pOTU022,46,0.285200597,NN
pOTU029_pOTU005,44,0.612055988,NN
pOTU029_pOTU004,42,0.562912564,NN
pOTU029_pOTU003,44,0.259212546,NN
pOTU029_pOTU043,46,0.462338637,NN
pOTU029_pOTU046,52,0.560563257,NN
pOTU029_pOTU045,46,0.519346753,NN
pOTU029_pOTU041,52,0.585005238,NN
pOTU029_pOTU044,46,0.517618608,NN
pOTU029_pOTU042,52,0.538360055,NN
pOTU029_pOTU039,46,0.767571137,NN
pOTU029_pOTU038,52,0.637761333,NN
pOTU029_pOTU034,46,0.64326259,NN
pOTU029_pOTU035,46,0.744800963,NN
pOTU029_pOTU033,46,0.717281709,NN
pOTU029_pOTU025,46,0.609931057,NN
pOTU029_pOTU026,46,0.6484915,NN
pOTU029_pOTU027,52,0.646362251,NN
pOTU029_pOTU019,44,0.36176234,NN
pOTU029_pOTU021,48,0.326566091,NN
pOTU029_pOTU024,46,0.408249705,NN
pOTU029_pOTU052,44,0,NN
pOTU029_pOTU030,48,0.038374138,NN
pOTU029_pOTU037,48,0,NN
pOTU029_pOTU040,50,0,NN
pOTU029_pOTU031,48,0.008017826,NN
pOTU029_pOTU015,48,0,NN
pOTU029_pOTU014,46,0.004493271,NN
pOTU029_pOTU012,48,0.002016039,NN
pOTU029_pOTU013,46,1.00E-09,NN
pOTU029_pOTU006,46,0.000755771,NN
pOTU029_pOTU009,44,0.036664488,NN
pOTU029_pOTU001,48,0.013585257,NN
pOTU025_pOTU047,46,0.19970949,NN
pOTU025_pOTU059,46,0.417590549,NN
pOTU025_pOTU049,46,0.627403521,NN
pOTU025_pOTU054,46,0.030039652,NN
pOTU025_pOTU036,48,0.056101407,NN
pOTU025_pOTU005,46,0.827340917,NN
pOTU025_pOTU004,46,0.738576477,NN
pOTU025_pOTU003,46,0.301912118,NN
pOTU025_pOTU002,46,0.317857107,NN
pOTU025_pOTU046,52,0.676162568,NN
pOTU025_pOTU048,46,0.434937736,NN
pOTU025_pOTU041,52,0.808030685,NN
pOTU025_pOTU042,52,0.59358665,NN
pOTU025_pOTU032,46,0.755866238,NN
pOTU025_pOTU038,52,0.819894415,NN
pOTU025_pOTU029,46,0.609931057,NN
pOTU025_pOTU023,46,0.586374859,NN
pOTU025_pOTU028,46,0.372455916,NN
pOTU025_pOTU027,52,0.753429232,NN
pOTU025_pOTU019,46,0.684786895,NN
pOTU025_pOTU021,48,0.693532383,NN
pOTU025_pOTU018,46,0.26837376,NN
pOTU025_pOTU016,46,0.566420673,NN
pOTU025_pOTU020,46,0.096021879,NN
pOTU025_pOTU017,46,0.697086846,NN
pOTU025_pOTU008,46,0.695206069,NN
pOTU025_pOTU011,46,0.695429533,NN
pOTU025_pOTU010,46,0.429268373,NN
pOTU025_pOTU051,46,7.09E-10,NN
pOTU025_pOTU052,46,0,NN
pOTU025_pOTU030,48,0.049844135,NN
pOTU025_pOTU037,48,2.69E-09,NN
pOTU025_pOTU040,50,3.51E-06,NN
pOTU025_pOTU031,48,0.008228646,NN
pOTU025_pOTU015,48,1.29E-05,NN
pOTU025_pOTU012,48,0.004179491,NN
pOTU025_pOTU009,46,0.046067213,NN
pOTU025_pOTU007,46,0.015787189,NN
pOTU025_pOTU001,48,0.016287391,NN
pOTU023_pOTU047,42,0.133476805,NN
pOTU023_pOTU049,44,0.505646042,NN
pOTU023_pOTU036,48,0.030917552,NN
pOTU023_pOTU022,46,0.259058513,NN
pOTU023_pOTU005,44,0.611664382,NN
pOTU023_pOTU004,42,0.653048219,NN
pOTU023_pOTU003,44,0.239582119,NN
pOTU023_pOTU043,46,0.378258188,NN
pOTU023_pOTU046,52,0.706585791,NN
pOTU023_pOTU045,46,0.596909096,NN
pOTU023_pOTU041,52,0.609087771,NN
pOTU023_pOTU044,46,0.533252898,NN
pOTU023_pOTU042,52,0.647530816,NN
pOTU023_pOTU039,46,0.611467426,NN
pOTU023_pOTU038,52,0.66910022,NN
pOTU023_pOTU034,46,0.687437794,NN
pOTU023_pOTU035,46,0.575531435,NN
pOTU023_pOTU033,46,0.686801812,NN
pOTU023_pOTU025,46,0.586374859,NN
pOTU023_pOTU026,46,0.651160932,NN
pOTU023_pOTU027,52,0.682627706,NN
pOTU023_pOTU019,44,0.383728993,NN
pOTU023_pOTU021,48,0.361960572,NN
pOTU023_pOTU024,46,0.452133623,NN
pOTU023_pOTU052,44,0,NN
pOTU023_pOTU030,48,0.025041134,NN
pOTU023_pOTU037,48,0,NN
pOTU023_pOTU040,50,0,NN
pOTU023_pOTU031,48,0.004924017,NN
pOTU023_pOTU015,48,0,NN
pOTU023_pOTU014,46,0.003093637,NN
pOTU023_pOTU012,48,0.000893025,NN
pOTU023_pOTU013,46,0,NN
pOTU023_pOTU006,46,0.000755771,NN
pOTU023_pOTU009,44,0.02423054,NN
pOTU023_pOTU001,48,0.010360591,NN
pOTU026_pOTU047,46,0.253329692,NN
pOTU026_pOTU059,46,0.224570827,NN
pOTU026_pOTU049,46,0.701397902,NN
pOTU026_pOTU054,46,0.033858657,NN
pOTU026_pOTU036,48,0.109989482,NN
pOTU026_pOTU005,46,0.849865317,NN
pOTU026_pOTU004,46,0.621635757,NN
pOTU026_pOTU003,46,0.358632022,NN
pOTU026_pOTU002,46,0.352573699,NN
pOTU026_pOTU046,52,0.732611447,NN
pOTU026_pOTU048,46,0.452996708,NN
pOTU026_pOTU041,52,0.754478687,NN
pOTU026_pOTU042,52,0.58124032,NN
pOTU026_pOTU032,46,0.622694615,NN
pOTU026_pOTU038,52,0.705351528,NN
pOTU026_pOTU029,46,0.6484915,NN
pOTU026_pOTU023,46,0.651160932,NN
pOTU026_pOTU028,46,0.368608678,NN
pOTU026_pOTU027,52,0.732543364,NN
pOTU026_pOTU019,46,0.5832121,NN
pOTU026_pOTU021,48,0.513022923,NN
pOTU026_pOTU018,46,0.279942746,NN
pOTU026_pOTU016,46,0.624403904,NN
pOTU026_pOTU020,46,0.088746993,NN
pOTU026_pOTU017,46,0.751135886,NN
pOTU026_pOTU008,46,0.735931593,NN
pOTU026_pOTU011,46,0.713053251,NN
pOTU026_pOTU010,46,0.373341909,NN
pOTU026_pOTU051,46,0.006945788,NN
pOTU026_pOTU052,46,0,NN
pOTU026_pOTU030,48,0.061136329,NN
pOTU026_pOTU037,48,0.032785715,NN
pOTU026_pOTU040,50,0.044732356,NN
pOTU026_pOTU031,48,0.017497757,NN
pOTU026_pOTU015,48,0.036602851,NN
pOTU026_pOTU012,48,0.023154044,NN
pOTU026_pOTU009,46,0.10276901,NN
pOTU026_pOTU007,46,0.053171497,NN
pOTU026_pOTU001,48,0.065600456,NN
pOTU028_pOTU047,42,0.311917889,NN
pOTU028_pOTU049,44,0.584968118,NN
pOTU028_pOTU036,48,0.11908875,NN
pOTU028_pOTU022,46,0.402921699,NN
pOTU028_pOTU005,44,0.395054074,NN
pOTU028_pOTU004,42,0.27497715,NN
pOTU028_pOTU003,44,0.277180883,NN
pOTU028_pOTU043,46,0.547651858,NN
pOTU028_pOTU046,52,0.316379061,NN
pOTU028_pOTU045,46,0.290143888,NN
pOTU028_pOTU041,52,0.336353746,NN
pOTU028_pOTU044,46,0.279669647,NN
pOTU028_pOTU042,52,0.244274692,NN
pOTU028_pOTU039,46,0.188338367,NN
pOTU028_pOTU038,52,0.331245339,NN
pOTU028_pOTU034,46,0.354733853,NN
pOTU028_pOTU035,46,0.196265878,NN
pOTU028_pOTU033,46,0.355853845,NN
pOTU028_pOTU025,46,0.372455916,NN
pOTU028_pOTU026,46,0.368608678,NN
pOTU028_pOTU027,52,0.295627406,NN
pOTU028_pOTU019,44,0.429266205,NN
pOTU028_pOTU021,48,0.354460045,NN
pOTU028_pOTU024,46,0.307793406,NN
pOTU028_pOTU052,44,2.32E-06,NN
pOTU028_pOTU030,48,0.129084315,NN
pOTU028_pOTU037,48,3.13E-07,NN
pOTU028_pOTU040,50,1.46E-05,NN
pOTU028_pOTU031,48,0.023828503,NN
pOTU028_pOTU015,48,0.000139894,NN
pOTU028_pOTU014,46,0.01566433,NN
pOTU028_pOTU012,48,0.029542951,NN
pOTU028_pOTU013,46,6.89E-05,NN
pOTU028_pOTU006,46,0.000755771,NN
pOTU028_pOTU009,44,0.116688603,NN
pOTU028_pOTU001,48,0.026696061,NN
pOTU027_pOTU047,52,0.143169307,NN
pOTU027_pOTU059,52,0.277730041,NN
pOTU027_pOTU049,52,0.558051766,NN
pOTU027_pOTU054,52,0.018774999,NN
pOTU027_pOTU036,52,0.032946231,NN
pOTU027_pOTU022,52,0.287659203,NN
pOTU027_pOTU005,52,0.755299771,NN
pOTU027_pOTU004,52,0.731250137,NN
pOTU027_pOTU003,52,0.261643881,NN
pOTU027_pOTU002,52,0.242541474,NN
pOTU027_pOTU043,52,0.477437283,NN
pOTU027_pOTU045,52,0.744730868,NN
pOTU027_pOTU048,52,0.571498816,NN
pOTU027_pOTU044,52,0.685941754,NN
pOTU027_pOTU039,52,0.521790762,NN
pOTU027_pOTU032,52,0.654620924,NN
pOTU027_pOTU034,52,0.759149052,NN
pOTU027_pOTU035,52,0.490887988,NN
pOTU027_pOTU033,52,0.788283178,NN
pOTU027_pOTU029,52,0.646362251,NN
pOTU027_pOTU025,52,0.753429232,NN
pOTU027_pOTU023,52,0.682627706,NN
pOTU027_pOTU026,52,0.732543364,NN
pOTU027_pOTU028,52,0.295627406,NN
pOTU027_pOTU019,52,0.568796532,NN
pOTU027_pOTU021,52,0.576821738,NN
pOTU027_pOTU018,52,0.209970537,NN
pOTU027_pOTU024,52,0.67016366,NN
pOTU027_pOTU016,52,0.619652997,NN
pOTU027_pOTU020,52,0.057674077,NN
pOTU027_pOTU017,52,0.766876326,NN
pOTU027_pOTU008,52,0.748927523,NN
pOTU027_pOTU011,52,0.814118714,NN
pOTU027_pOTU010,52,0.321078472,NN
pOTU027_pOTU051,52,0,NN
pOTU027_pOTU052,52,0,NN
pOTU027_pOTU030,52,0.02554035,NN
pOTU027_pOTU037,52,0,NN
pOTU027_pOTU040,52,7.31E-10,NN
pOTU027_pOTU031,52,0.005842989,NN
pOTU027_pOTU015,52,1.41E-09,NN
pOTU027_pOTU014,52,0.004018024,NN
pOTU027_pOTU012,52,0.001652152,NN
pOTU027_pOTU013,52,1.04E-07,NN
pOTU027_pOTU006,52,0.000755771,NN
pOTU027_pOTU009,52,0.024132092,NN
pOTU027_pOTU007,52,0.012972296,NN
pOTU027_pOTU001,52,0.012743844,NN
pOTU019_pOTU047,44,0.251486736,NN
pOTU019_pOTU059,44,0.445099213,NN
pOTU019_pOTU054,44,0.044129803,NN
pOTU019_pOTU036,48,0.096811186,NN
pOTU019_pOTU022,46,0.391724114,NN
pOTU019_pOTU004,44,0.6022843,NN
pOTU019_pOTU002,44,0.384255299,NN
pOTU019_pOTU043,46,0.638224699,NN
pOTU019_pOTU046,52,0.576703125,NN
pOTU019_pOTU045,46,0.536431367,NN
