Sample_number,SampleID,bio_project,bioSampleID,seqtech,latitude,longitude,envgroup,Ocean,lat_rank,Longhurst_province,depth,ocean_water_column_depth,sunlit_dark_ocean,size_fraction_lower_threshold,size_fraction_upper_threshold,plankton_size_fraction,notus,nreads,picozoa_nreads,picozoa_noutus
943,ERR2249703,PRJEB24002,SAMEA104471096,illumina,-77.619,163.112,land_sediment,NA,NA,Coordinates may be on land,0,not_applicable,not_applicable,NA,NA,not_applicable,168,90308,0,0
5122,ERR2222651,PRJEB23910,SAMEA104430320,illumina,-73.9666,-118.03482,marine_water,SO,60-90S,Polar - Austral Polar Province,1227,Bathypelagic,dark_ocean,0.8,3,picoplankton +,49,153,0,0
5224,ERR2222650,PRJEB23910,SAMEA104430319,illumina,-73.9666,-118.03482,marine_water,SO,60-90S,Polar - Austral Polar Province,1227,Bathypelagic,dark_ocean,3,20,picoplankton +,158,1283,0,0
6845,ERR2222648,PRJEB23910,SAMEA104430316,illumina,-73.9666,-118.03484,marine_water,SO,60-90S,Polar - Austral Polar Province,25,Epipelagic,sunlit ,3,20,picoplankton +,242,8301,4,3
9335,ERR2222649,PRJEB23910,SAMEA104430318,illumina,-73.9666,-118.03482,marine_water,SO,60-90S,Polar - Austral Polar Province,25,Epipelagic,sunlit ,0.8,3,picoplankton +,256,9873,47,7
5249,ERR2222646,PRJEB23910,SAMEA104430314,illumina,-73.9666,-118.03484,marine_water,SO,60-90S,Polar - Austral Polar Province,2,Surface,sunlit ,3,20,picoplankton +,197,7885,0,0
9314,ERR2222647,PRJEB23910,SAMEA104430315,illumina,-73.9666,-118.03484,marine_water,SO,60-90S,Polar - Austral Polar Province,2,Surface,sunlit ,0.8,3,picoplankton +,195,10595,50,6
11083,ERR2222681,PRJEB23910,SAMEA104430353,illumina,-73.80166,-113.16476,marine_water,SO,60-90S,Polar - Austral Polar Province,735,Mesopelagic,dark_ocean,0.8,3,picoplankton +,467,4008,47,8
5229,ERR2222678,PRJEB23910,SAMEA104430350,illumina,-73.80146,-113.16556,marine_water,SO,60-90S,Polar - Austral Polar Province,30,Epipelagic,sunlit ,3,20,picoplankton +,120,5320,0,0
8709,ERR2222679,PRJEB23910,SAMEA104430351,illumina,-73.80138,-113.166,marine_water,SO,60-90S,Polar - Austral Polar Province,30,Epipelagic,sunlit ,0.8,3,picoplankton +,185,7909,26,6
5250,ERR2222676,PRJEB23910,SAMEA104430348,illumina,-73.8013,-113.16645,marine_water,SO,60-90S,Polar - Austral Polar Province,2,Surface,sunlit ,3,20,picoplankton +,146,5635,0,0
7791,ERR2222677,PRJEB23910,SAMEA104430349,illumina,-73.8013,-113.16651,marine_water,SO,60-90S,Polar - Austral Polar Province,2,Surface,sunlit ,0.8,3,picoplankton +,201,7946,13,3
6996,ERR2222686,PRJEB23910,SAMEA104430359,illumina,-73.7073,-113.2653,marine_water,SO,60-90S,Polar - Austral Polar Province,772,Mesopelagic,dark_ocean,3,20,picoplankton +,333,4755,3,2
8328,ERR2222687,PRJEB23910,SAMEA104430360,illumina,-73.7073,-113.2653,marine_water,SO,60-90S,Polar - Austral Polar Province,772,Mesopelagic,dark_ocean,0.8,3,picoplankton +,287,1599,4,3
5227,ERR2222684,PRJEB23910,SAMEA104430357,illumina,-73.7073,-113.26532,marine_water,SO,60-90S,Polar - Austral Polar Province,10,Epipelagic,sunlit ,3,20,picoplankton +,118,5164,0,0
9134,ERR2222685,PRJEB23910,SAMEA104430358,illumina,-73.70726,-113.2654,marine_water,SO,60-90S,Polar - Austral Polar Province,10,Epipelagic,sunlit ,0.8,3,picoplankton +,178,5686,24,5
5251,ERR2222682,PRJEB23910,SAMEA104430354,illumina,-73.70708,-113.26563,marine_water,SO,60-90S,Polar - Austral Polar Province,2,Surface,sunlit ,3,20,picoplankton +,132,7600,0,0
8389,ERR2222683,PRJEB23910,SAMEA104430355,illumina,-73.70707,-113.26565,marine_water,SO,60-90S,Polar - Austral Polar Province,2,Surface,sunlit ,0.8,3,picoplankton +,204,6882,18,4
7989,ERR2222668,PRJEB23910,SAMEA104430339,illumina,-73.70128,-115.4499,marine_water,SO,60-90S,Polar - Austral Polar Province,983,Mesopelagic,dark_ocean,3,20,picoplankton +,416,5689,11,5
9268,ERR2222669,PRJEB23910,SAMEA104430340,illumina,-73.70128,-115.44992,marine_water,SO,60-90S,Polar - Austral Polar Province,983,Mesopelagic,dark_ocean,0.8,3,picoplankton +,507,4582,21,9
7600,ERR2222666,PRJEB23910,SAMEA104430336,illumina,-73.70128,-115.4499,marine_water,SO,60-90S,Polar - Austral Polar Province,25,Epipelagic,sunlit ,3,20,picoplankton +,144,5163,7,2
11386,ERR2222667,PRJEB23910,SAMEA104430338,illumina,-73.70128,-115.4499,marine_water,SO,60-90S,Polar - Austral Polar Province,25,Epipelagic,sunlit ,0.8,3,picoplankton +,177,7744,108,6
7440,ERR2222664,PRJEB23910,SAMEA104430334,illumina,-73.70128,-115.4499,marine_water,SO,60-90S,Polar - Austral Polar Province,2,Surface,sunlit ,3,20,picoplankton +,169,8744,10,4
11607,ERR2222665,PRJEB23910,SAMEA104430335,illumina,-73.70128,-115.4499,marine_water,SO,60-90S,Polar - Austral Polar Province,2,Surface,sunlit ,0.8,3,picoplankton +,165,8528,139,6
6451,ERR2222670,PRJEB23910,SAMEA104430341,illumina,-73.41608,-115.25026,marine_water,SO,60-90S,Polar - Austral Polar Province,2,Surface,sunlit ,3,20,picoplankton +,138,5194,1,1
9608,ERR2222671,PRJEB23910,SAMEA104430342,illumina,-73.41608,-115.25026,marine_water,SO,60-90S,Polar - Austral Polar Province,2,Surface,sunlit ,0.8,3,picoplankton +,154,5908,32,5
7666,ERR2222674,PRJEB23910,SAMEA104430345,illumina,-73.41606,-115.25024,marine_water,SO,60-90S,Polar - Austral Polar Province,1031,Bathypelagic,dark_ocean,3,20,picoplankton +,462,6230,9,3
8551,ERR2222675,PRJEB23910,SAMEA104430346,illumina,-73.41606,-115.25026,marine_water,SO,60-90S,Polar - Austral Polar Province,1031,Bathypelagic,dark_ocean,0.8,3,picoplankton +,658,7861,23,6
6887,ERR2222672,PRJEB23910,SAMEA104430343,illumina,-73.41606,-115.25026,marine_water,SO,60-90S,Polar - Austral Polar Province,10,Epipelagic,sunlit ,3,20,picoplankton +,140,5691,3,2
10719,ERR2222673,PRJEB23910,SAMEA104430344,illumina,-73.41606,-115.25026,marine_water,SO,60-90S,Polar - Austral Polar Province,10,Epipelagic,sunlit ,0.8,3,picoplankton +,178,6995,67,4
6463,ERR2222653,PRJEB23910,SAMEA104430322,illumina,-73.18528,-115.00026,marine_water,SO,60-90S,Polar - Austral Polar Province,2,Surface,sunlit ,0.8,3,picoplankton +,194,9993,2,1
6306,ERR2222652,PRJEB23910,SAMEA104430321,illumina,-73.18524,-115.00028,marine_water,SO,60-90S,Polar - Austral Polar Province,2,Surface,sunlit ,3,20,picoplankton +,169,9072,1,1
8559,ERR2222655,PRJEB23910,SAMEA104430324,illumina,-73.18494,-115.00054,marine_water,SO,60-90S,Polar - Austral Polar Province,15,Epipelagic,sunlit ,0.8,3,picoplankton +,147,2725,8,4
5228,ERR2222654,PRJEB23910,SAMEA104430323,illumina,-73.1849,-115.00056,marine_water,SO,60-90S,Polar - Austral Polar Province,15,Epipelagic,sunlit ,3,20,picoplankton +,157,7526,0,0
5124,ERR2222657,PRJEB23910,SAMEA104430326,illumina,-73.18338,-115.00158,marine_water,SO,60-90S,Polar - Austral Polar Province,760,Mesopelagic,dark_ocean,0.8,3,picoplankton +,58,268,0,0
7606,ERR2222656,PRJEB23910,SAMEA104430325,illumina,-73.18296,-115.0018,marine_water,SO,60-90S,Polar - Austral Polar Province,760,Mesopelagic,dark_ocean,3,20,picoplankton +,128,5868,8,4
8596,ERR2222662,PRJEB23910,SAMEA104430332,illumina,-73.00002,-113.30232,marine_water,SO,60-90S,Polar - Austral Polar Province,422,Mesopelagic,dark_ocean,3,20,picoplankton +,476,5645,17,5
10644,ERR2222663,PRJEB23910,SAMEA104430333,illumina,-73,-113.30232,marine_water,SO,60-90S,Polar - Austral Polar Province,422,Mesopelagic,dark_ocean,0.8,3,picoplankton +,605,7405,68,10
6724,ERR2222660,PRJEB23910,SAMEA104430330,illumina,-72.99958,-113.30418,marine_water,SO,60-90S,Polar - Austral Polar Province,20,Epipelagic,sunlit ,3,20,picoplankton +,157,5221,2,2
6407,ERR2222658,PRJEB23910,SAMEA104430328,illumina,-72.99958,-113.30418,marine_water,SO,60-90S,Polar - Austral Polar Province,2,Surface,sunlit ,3,20,picoplankton +,141,5757,1,1
7547,ERR2222659,PRJEB23910,SAMEA104430329,illumina,-72.99958,-113.30416,marine_water,SO,60-90S,Polar - Austral Polar Province,2,Surface,sunlit ,0.8,3,picoplankton +,181,8584,11,4
8251,ERR2222661,PRJEB23910,SAMEA104430331,illumina,-72.99958,-113.30418,marine_water,SO,60-90S,Polar - Austral Polar Province,20,Epipelagic,sunlit ,0.8,3,picoplankton +,254,16110,38,4
2858,ERR2020741,PRJEB21221,SAMEA104147706,454,-68.61781,78.211,land_water,NA,NA,Coordinates may be on land,3,not_applicable,not_applicable,NA,NA,NA,4,1368,0,0
2855,ERR2020753,PRJEB21221,SAMEA104147718,454,-68.60339,78.21939,land_water,NA,NA,Coordinates may be on land,2.5,not_applicable,not_applicable,NA,NA,NA,3,1231,0,0
2856,ERR2020732,PRJEB21221,SAMEA104147697,454,-68.55944,78.19611,land_water,NA,NA,Coordinates may be on land,3,not_applicable,not_applicable,NA,NA,NA,3,368,0,0
2864,ERR2020749,PRJEB21221,SAMEA104147714,454,-68.53,78.265,land_water,NA,NA,Coordinates may be on land,8,not_applicable,not_applicable,NA,NA,NA,13,4645,0,0
2854,ERR2020744,PRJEB21221,SAMEA104147709,454,-68.528,78.36231,land_water,NA,NA,Coordinates may be on land,2,not_applicable,not_applicable,NA,NA,NA,6,8309,0,0
2849,ERR2020733,PRJEB21221,SAMEA104147698,454,-68.52111,78.27,land_water,NA,NA,Coordinates may be on land,1,not_applicable,not_applicable,NA,NA,NA,2,803,0,0
2861,ERR2020734,PRJEB21221,SAMEA104147699,454,-68.52111,78.27,land_water,NA,NA,Coordinates may be on land,5,not_applicable,not_applicable,NA,NA,NA,3,1165,0,0
2862,ERR2020735,PRJEB21221,SAMEA104147700,454,-68.52111,78.27,land_water,NA,NA,Coordinates may be on land,6,not_applicable,not_applicable,NA,NA,NA,3,866,0,0
2853,ERR2020750,PRJEB21221,SAMEA104147715,454,-68.51519,78.41431,land_water,NA,NA,Coordinates may be on land,2,not_applicable,not_applicable,NA,NA,NA,3,2473,0,0
2859,ERR2020751,PRJEB21221,SAMEA104147716,454,-68.51519,78.41431,land_water,NA,NA,Coordinates may be on land,4,not_applicable,not_applicable,NA,NA,NA,5,6827,0,0
2860,ERR2020752,PRJEB21221,SAMEA104147717,454,-68.51519,78.41431,land_water,NA,NA,Coordinates may be on land,4,not_applicable,not_applicable,NA,NA,NA,6,7014,0,0
2850,ERR2020748,PRJEB21221,SAMEA104147713,454,-68.49811,78.073,land_water,NA,NA,Coordinates may be on land,1.5,not_applicable,not_applicable,NA,NA,NA,4,624,0,0
2851,ERR2020727,PRJEB21221,SAMEA104147692,454,-68.489,78.287,land_water,NA,NA,Coordinates may be on land,1.8,not_applicable,not_applicable,NA,NA,NA,2,107,0,0
2852,ERR2020754,PRJEB21221,SAMEA104147719,454,-68.48069,78.15581,land_water,NA,NA,Coordinates may be on land,1.8,not_applicable,not_applicable,NA,NA,NA,6,2453,0,0
2863,ERR2020740,PRJEB21221,SAMEA104147705,454,-68.46331,78.22339,land_water,NA,NA,Coordinates may be on land,8,not_applicable,not_applicable,NA,NA,NA,1,338,0,0
2857,ERR2020745,PRJEB21221,SAMEA104147710,454,-68.4565,78.18961,land_water,NA,NA,Coordinates may be on land,3,not_applicable,not_applicable,NA,NA,NA,3,1879,0,0
7040,ERR2220482,PRJEB23785,SAMEA104416443,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,301,60032,41,4
7716,ERR2220462,PRJEB23785,SAMEA104416423,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,320,47351,72,10
8138,ERR2220472,PRJEB23785,SAMEA104416433,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,570,43631,94,11
8212,ERR2220461,PRJEB23785,SAMEA104416422,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,315,45583,104,8
8407,ERR2220484,PRJEB23785,SAMEA104416445,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,625,57615,152,10
8463,ERR2220483,PRJEB23785,SAMEA104416444,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,239,47593,131,6
8800,ERR2220450,PRJEB23785,SAMEA104416411,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,345,49058,171,9
8991,ERR2220493,PRJEB23785,SAMEA104416454,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,762,45986,179,11
9051,ERR2220470,PRJEB23785,SAMEA104416431,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,227,48592,196,8
9068,ERR2220471,PRJEB23785,SAMEA104416432,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,245,51651,210,9
9205,ERR2220430,PRJEB23785,SAMEA104416391,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,378,48194,212,8
9213,ERR2220431,PRJEB23785,SAMEA104416392,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,407,53855,238,9
9479,ERR2220440,PRJEB23785,SAMEA104416401,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,393,51304,261,10
9626,ERR2220393,PRJEB23785,SAMEA104416354,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,527,43575,238,10
10103,ERR2220439,PRJEB23785,SAMEA104416400,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,375,41380,290,8
10133,ERR2220392,PRJEB23785,SAMEA104416353,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,330,37944,269,9
10436,ERR2220463,PRJEB23785,SAMEA104416424,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,519,37509,310,10
10558,ERR2220502,PRJEB23785,SAMEA104416463,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,896,48918,428,11
10999,ERR2220422,PRJEB23785,SAMEA104416383,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,384,41478,460,11
11264,ERR2220421,PRJEB23785,SAMEA104416382,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,369,39424,511,11
11281,ERR2220529,PRJEB23785,SAMEA104416490,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,927,67945,889,15
11425,ERR2220405,PRJEB23785,SAMEA104416366,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,500,44749,640,10
11598,ERR2220432,PRJEB23785,SAMEA104416393,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,716,45992,746,16
11622,ERR2220492,PRJEB23785,SAMEA104416453,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,334,37103,611,8
11768,ERR2220404,PRJEB23785,SAMEA104416365,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,411,47078,903,10
11774,ERR2220414,PRJEB23785,SAMEA104416375,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,642,40713,788,14
11801,ERR2220565,PRJEB23785,SAMEA104416528,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,410,42538,849,10
11814,ERR2220491,PRJEB23785,SAMEA104416452,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,336,52206,1054,9
11816,ERR2220451,PRJEB23785,SAMEA104416412,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,748,44324,896,15
11842,ERR2220536,PRJEB23785,SAMEA104416497,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,311,44487,935,9
11894,ERR2220386,PRJEB23785,SAMEA104416347,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,285,31860,699,8
11896,ERR2220413,PRJEB23785,SAMEA104416374,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,363,40402,887,11
11906,ERR2220423,PRJEB23785,SAMEA104416384,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,732,41206,913,15
11992,ERR2220501,PRJEB23785,SAMEA104416462,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,338,41860,1048,9
11996,ERR2230895,PRJEB23785,SAMEA104416499,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,583,28108,708,11
12001,ERR2220391,PRJEB23785,SAMEA104416352,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,337,43582,1105,9
12022,ERR2220547,PRJEB23785,SAMEA104416510,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,728,44692,1171,15
12030,ERR2220385,PRJEB23785,SAMEA104416346,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,245,36439,966,8
12063,ERR2220545,PRJEB23785,SAMEA104416508,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,374,46824,1311,11
12137,ERR2220510,PRJEB23785,SAMEA104416471,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,377,41119,1264,9
12145,ERR2220537,PRJEB23785,SAMEA104416498,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,363,38001,1183,11
12149,ERR2220441,PRJEB23785,SAMEA104416402,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,672,39246,1230,15
12181,ERR2220567,PRJEB23785,SAMEA104416530,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,517,45620,1509,11
12185,ERR2220403,PRJEB23785,SAMEA104416364,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,387,48807,1627,10
12215,ERR2220412,PRJEB23785,SAMEA104416373,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,360,42571,1474,11
12285,ERR2220566,PRJEB23785,SAMEA104416529,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,498,51469,2028,14
12340,ERR2220509,PRJEB23785,SAMEA104416470,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,330,45317,2018,10
12357,ERR2220528,PRJEB23785,SAMEA104416489,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,393,50997,2367,10
12394,ERR2220546,PRJEB23785,SAMEA104416509,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,389,37483,1866,11
12457,ERR2220511,PRJEB23785,SAMEA104416472,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,677,52958,3365,15
12499,ERR2220554,PRJEB23785,SAMEA104416517,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,434,45872,3856,11
12512,ERR2220555,PRJEB23785,SAMEA104416518,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,441,46859,4165,12
12528,ERR2220556,PRJEB23785,SAMEA104416519,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,550,46798,4937,18
12550,ERR2220527,PRJEB23785,SAMEA104416488,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,388,57652,7916,14
12538,ERR2220500,PRJEB23785,SAMEA104416461,illumina,-68.265,-67.534,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,picoplankton,285,44876,4952,9
7463,ERR2220464,PRJEB23785,SAMEA104416425,illumina,-68.243,-67.57,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,313,52180,61,10
7876,ERR2220465,PRJEB23785,SAMEA104416426,illumina,-68.243,-67.57,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,350,54442,95,8
7943,ERR2220474,PRJEB23785,SAMEA104416435,illumina,-68.243,-67.57,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,290,44620,83,7
8111,ERR2220485,PRJEB23785,SAMEA104416446,illumina,-68.243,-67.57,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,323,59104,125,5
8125,ERR2220487,PRJEB23785,SAMEA104416448,illumina,-68.243,-67.57,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,683,52287,112,10
8129,ERR2220478,PRJEB23785,SAMEA104416439,illumina,-68.243,-67.57,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,744,44753,96,10
8266,ERR2220475,PRJEB23785,SAMEA104416436,illumina,-68.243,-67.57,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,329,52355,125,10
8375,ERR2220486,PRJEB23785,SAMEA104416447,illumina,-68.243,-67.57,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,279,57580,149,7
8400,ERR2220477,PRJEB23785,SAMEA104416438,illumina,-68.243,-67.57,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,750,58535,154,8
8508,ERR2220473,PRJEB23785,SAMEA104416434,illumina,-68.243,-67.57,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,269,54682,155,9
8509,ERR2220476,PRJEB23785,SAMEA104416437,illumina,-68.243,-67.57,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,334,55653,158,8
8942,ERR2220505,PRJEB23785,SAMEA104416466,illumina,-68.243,-67.57,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,576,44309,168,8
9217,ERR2220496,PRJEB23785,SAMEA104416457,illumina,-68.243,-67.57,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,772,45370,201,11
9632,ERR2220453,PRJEB23785,SAMEA104416414,illumina,-68.243,-67.57,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,323,33947,186,9
9652,ERR2220433,PRJEB23785,SAMEA104416394,illumina,-68.243,-67.57,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,345,30971,172,9
9653,ERR2220454,PRJEB23785,SAMEA104416415,illumina,-68.243,-67.57,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,464,67481,375,10
9752,ERR2220452,PRJEB23785,SAMEA104416413,illumina,-68.243,-67.57,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,396,60051,352,10
10062,ERR2220425,PRJEB23785,SAMEA104416386,illumina,-68.243,-67.57,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,417,42093,289,9
10189,ERR2220455,PRJEB23785,SAMEA104416416,illumina,-68.243,-67.57,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,353,39894,292,9
10211,ERR2220443,PRJEB23785,SAMEA104416404,illumina,-68.243,-67.57,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,344,39655,292,10
10212,ERR2220442,PRJEB23785,SAMEA104416403,illumina,-68.243,-67.57,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,409,57984,427,10
10316,ERR2220532,PRJEB23785,SAMEA104416493,illumina,-68.243,-67.57,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,803,55170,429,12
10445,ERR2220424,PRJEB23785,SAMEA104416385,illumina,-68.243,-67.57,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,323,38743,321,9
10562,ERR2220434,PRJEB23785,SAMEA104416395,illumina,-68.243,-67.57,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,348,41780,366,9
10765,ERR2220398,PRJEB23785,SAMEA104416359,illumina,-68.243,-67.57,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,596,55826,546,10
10767,ERR2220520,PRJEB23785,SAMEA104416481,illumina,-68.243,-67.57,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,663,44461,435,10
10802,ERR2220444,PRJEB23785,SAMEA104416405,illumina,-68.243,-67.57,marine_water,SO,60-90S,Polar - Austral Polar Province,NA,NA,sunlit ,NA,NA,NA,458,41781,418,10
