Sample_number,SampleID,bio_project,bioSampleID,seqtech,latitude,longitude,envgroup,Ocean,lat_rank,Longhurst_province,depth,ocean_water_column_depth,sunlit_dark_ocean,size_fraction_lower_threshold,size_fraction_upper_threshold,plankton_size_fraction,notus,nreads,picozoa_nreads,picozoa_noutus
859,ERR2348936,PRJEB25163,SAMEA104640581,illumina,-22.6302,-55.5497,land_organism,NA,0-30S,Coordinates may be on land,not_applicable,not_applicable,not_applicable,NA,NA,not_applicable,11,6133,0,0
4809,SRR6401043,PRJNA385736,SAMN08219169,illumina,-22.49923,-170.00003,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,1901.4,Bathypelagic,dark_ocean,0.22,NA,picoplankton +,200,53641,0,0
5960,SRR6400883,PRJNA385736,SAMN08219171,illumina,-22.49923,-170.00003,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,501.3,Mesopelagic,dark_ocean,0.22,NA,picoplankton +,392,86369,1,1
7558,SRR6400974,PRJNA385736,SAMN08219170,illumina,-22.49923,-170.00003,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,1901.4,Bathypelagic,dark_ocean,0.22,NA,picoplankton +,294,63383,82,2
8904,SRR6401177,PRJNA385736,SAMN08219173,illumina,-22.49923,-170.00003,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,27,Epipelagic,sunlit ,0.22,NA,picoplankton +,1148,221230,821,10
10325,SRR6401178,PRJNA385736,SAMN08219172,illumina,-22.49923,-170.00003,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,121.7,Epipelagic,sunlit ,0.22,NA,picoplankton +,1782,123747,968,12
10875,SRR7036066,PRJNA385736,SAMN08952747,illumina,-22.49923,-170.00003,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,92.6,Epipelagic,sunlit ,0.22,NA,picoplankton +,2877,59719,618,21
11308,SRR7038748,PRJNA385736,SAMN08952953,illumina,-22.49923,-170.00003,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,6.3,Epipelagic,sunlit ,0.22,NA,picoplankton +,2562,65619,876,21
5325,ERR10234855,PRJEB6610,SAMEA2731434,illumina,-22.3369,40.0193,marine_water,IO,0-30S,Coastal - E. Africa Coastal Province,5,Surface,sunlit ,20,180,microplankton,2826,430948,0,0
5760,ERR10234217,PRJEB6610,SAMEA2731420,illumina,-22.3369,40.3412,marine_water,IO,0-30S,Coastal - E. Africa Coastal Province,5,Surface,sunlit ,180,2000,microplankton,1532,587967,1,1
7397,ERR10234957,PRJEB6610,SAMEA2731268,illumina,-22.3369,40.0193,marine_water,IO,0-30S,Coastal - E. Africa Coastal Province,5,Surface,sunlit ,20,180,microplankton,2169,785917,851,18
11534,ERR10234216,PRJEB6610,SAMEA2620775,illumina,-22.3368,40.3412,marine_water,IO,0-30S,Coastal - E. Africa Coastal Province,5,Surface,sunlit ,0.8,5,picoplankton +,6788,476687,7402,38
860,ERR2348934,PRJEB25163,SAMEA104640579,illumina,-22.26,-53.1548,land_organism,NA,0-30S,Coordinates may be on land,not_applicable,not_applicable,not_applicable,NA,NA,not_applicable,21,2404,0,0
4790,SRR6401175,PRJNA385736,SAMN08219175,illumina,-22.00178,-169.99993,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,2235,Bathypelagic,dark_ocean,0.22,NA,picoplankton +,366,92821,0,0
7023,SRR6401181,PRJNA385736,SAMN08219177,illumina,-22.00178,-169.99993,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,536.5,Mesopelagic,dark_ocean,0.22,NA,picoplankton +,431,81409,54,1
7085,SRR6401182,PRJNA385736,SAMN08219176,illumina,-22.00178,-169.99993,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,1034.9,Bathypelagic,dark_ocean,0.22,NA,picoplankton +,495,140195,102,4
10779,SRR7036059,PRJNA385736,SAMN08952748,illumina,-22.00178,-169.99993,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,113.5,Epipelagic,sunlit ,0.22,NA,picoplankton +,1676,36037,355,10
11673,SRR6401180,PRJNA385736,SAMN08219178,illumina,-22.00178,-169.99993,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,85.3,Epipelagic,sunlit ,0.22,NA,picoplankton +,1615,120869,2087,16
11819,SRR6401179,PRJNA385736,SAMN08219179,illumina,-22.00178,-169.99993,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,20.2,Epipelagic,sunlit ,0.22,NA,picoplankton +,1429,135852,2769,21
11317,SRR7038743,PRJNA385736,SAMN08952954,illumina,-22.00178,-169.99993,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,4.1,Surface,sunlit ,0.22,NA,picoplankton +,1001,75531,1013,13
10856,ERR10234463,PRJEB6610,SAMEA2620504,illumina,-21.5043,54.3563,marine_water,IO,0-30S,Trades - Indian S. Subtropical Gyre Province,5,Surface,sunlit ,0.8,5,picoplankton +,6666,726986,7461,35
4951,SRR6401203,PRJNA385736,SAMN08219181,illumina,-21.50073,-169.99993,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,2065.9,Bathypelagic,dark_ocean,0.22,NA,picoplankton +,32,999,0,0
4997,SRR6401186,PRJNA385736,SAMN08219180,illumina,-21.50073,-169.99993,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,5514.1,Bathypelagic,dark_ocean,0.22,NA,picoplankton +,15,66,0,0
5051,SRR6400975,PRJNA385736,SAMN08219183,illumina,-21.50073,-169.99993,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,464.8,Mesopelagic,dark_ocean,0.22,NA,picoplankton +,55,3385,0,0
5083,SRR6400989,PRJNA385736,SAMN08219182,illumina,-21.50073,-169.99993,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,966.2,Mesopelagic,dark_ocean,0.22,NA,picoplankton +,30,645,0,0
8414,SRR6401296,PRJNA385736,SAMN08219184,illumina,-21.50073,-169.99993,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,65.2,Epipelagic,sunlit ,0.22,NA,picoplankton +,398,144616,383,4
9740,SRR6401295,PRJNA385736,SAMN08219185,illumina,-21.50073,-169.99993,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,40.7,Epipelagic,sunlit ,0.22,NA,picoplankton +,1174,130633,762,12
9969,SRR7038618,PRJNA385736,SAMN08952955,illumina,-21.50073,-169.99993,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,5.7,Epipelagic,sunlit ,0.22,NA,picoplankton +,1078,41595,271,15
10375,SRR7036061,PRJNA385736,SAMN08952749,illumina,-21.50073,-169.99993,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,115.6,Epipelagic,sunlit ,0.22,NA,picoplankton +,828,47191,378,4
5512,ERR10234285,PRJEB6610,SAMEA2731026,illumina,-21.4994,54.3486,marine_water,IO,0-30S,Trades - Indian S. Subtropical Gyre Province,5,Surface,sunlit ,180,2000,microplankton,767,230206,0,0
5850,ERR10234284,PRJEB6610,SAMEA2731026,illumina,-21.4994,54.3486,marine_water,IO,0-30S,Trades - Indian S. Subtropical Gyre Province,5,Surface,sunlit ,180,2000,microplankton,762,228352,1,1
10709,ERR10234461,PRJEB6610,SAMEA2620457,illumina,-21.4966,56.9011,marine_water,IO,0-30S,Trades - Indian S. Subtropical Gyre Province,5,Surface,sunlit ,0.8,5,picoplankton +,6764,629775,6002,31
5511,ERR10234281,PRJEB6610,SAMEA2730728,illumina,-21.493,56.8858,marine_water,IO,0-30S,Trades - Indian S. Subtropical Gyre Province,5,Surface,sunlit ,180,2000,microplankton,896,237682,0,0
5838,ERR10234280,PRJEB6610,SAMEA2730728,illumina,-21.493,56.8858,marine_water,IO,0-30S,Trades - Indian S. Subtropical Gyre Province,5,Surface,sunlit ,180,2000,microplankton,902,238228,1,1
5439,ERR10234286,PRJEB6610,SAMEA2730995,illumina,-21.4836,54.3312,marine_water,IO,0-30S,Trades - Indian S. Subtropical Gyre Province,85,Epipelagic,sunlit ,180,2000,microplankton,980,206516,0,0
5860,ERR10234287,PRJEB6610,SAMEA2730995,illumina,-21.4836,54.3312,marine_water,IO,0-30S,Trades - Indian S. Subtropical Gyre Province,85,Epipelagic,sunlit ,180,2000,microplankton,979,207205,1,1
5440,ERR10234283,PRJEB6610,SAMEA2730766,illumina,-21.4792,56.8467,marine_water,IO,0-30S,Trades - Indian S. Subtropical Gyre Province,120,Epipelagic,sunlit ,180,2000,microplankton,1063,270114,0,0
5920,ERR10234282,PRJEB6610,SAMEA2730766,illumina,-21.4792,56.8467,marine_water,IO,0-30S,Trades - Indian S. Subtropical Gyre Province,120,Epipelagic,sunlit ,180,2000,microplankton,1054,268016,2,2
5346,ERR10234755,PRJEB6610,SAMEA2730981,illumina,-21.4788,56.8291,marine_water,IO,0-30S,Trades - Indian S. Subtropical Gyre Province,5,Surface,sunlit ,20,180,microplankton,2212,370248,0,0
5347,ERR10234756,PRJEB6610,SAMEA2730769,illumina,-21.4752,54.3236,marine_water,IO,0-30S,Trades - Indian S. Subtropical Gyre Province,5,Surface,sunlit ,20,180,microplankton,1843,322359,0,0
6639,ERR10234947,PRJEB6610,SAMEA2620524,illumina,-21.4689,54.3066,marine_water,IO,0-30S,Trades - Indian S. Subtropical Gyre Province,80,Epipelagic,sunlit ,5,20,picoplankton +,2347,568530,181,7
9307,ERR10234464,PRJEB6610,SAMEA2620527,illumina,-21.4689,54.3066,marine_water,IO,0-30S,Trades - Indian S. Subtropical Gyre Province,80,Epipelagic,sunlit ,0.8,5,picoplankton +,8183,586752,2762,29
5866,ERR10234831,PRJEB6610,SAMEA2620530,illumina,-21.4689,54.3066,marine_water,IO,0-30S,Trades - Indian S. Subtropical Gyre Province,80,Epipelagic,sunlit ,20,200,microplankton,2567,599950,3,1
7816,ERR10234889,PRJEB6610,SAMEA2620484,illumina,-21.4612,56.7654,marine_water,IO,0-30S,Trades - Indian S. Subtropical Gyre Province,120,Epipelagic,sunlit ,5,20,picoplankton +,6888,600544,1011,17
10437,ERR10234462,PRJEB6610,SAMEA2620477,illumina,-21.4612,56.7654,marine_water,IO,0-30S,Trades - Indian S. Subtropical Gyre Province,120,Epipelagic,sunlit ,0.8,5,picoplankton +,8038,697981,5769,23
6112,ERR10234890,PRJEB6610,SAMEA2730773,illumina,-21.4593,54.3041,marine_water,IO,0-30S,Trades - Indian S. Subtropical Gyre Province,5,Surface,sunlit ,5,20,picoplankton +,3465,557931,20,8
856,ERR2348938,PRJEB25163,SAMEA104640584,illumina,-21.3562,-49.7948,land_organism,NA,0-30S,Coordinates may be on land,not_applicable,not_applicable,not_applicable,NA,NA,not_applicable,36,8726,0,0
5252,ERR10234937,PRJEB6610,SAMEA2732203,illumina,-21.1584,-104.8314,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,5,Surface,sunlit ,5,20,picoplankton +,2497,603956,0,0
5753,ERR10234871,PRJEB6610,SAMEA2732202,illumina,-21.1526,-104.8117,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,5,Surface,sunlit ,20,180,microplankton,2735,921144,1,1
5936,ERR10234389,PRJEB6610,SAMEA2732201,illumina,-21.1472,-104.7964,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,5,Surface,sunlit ,180,2000,microplankton,746,219082,2,2
5987,ERR10234388,PRJEB6610,SAMEA2732201,illumina,-21.1472,-104.7964,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,5,Surface,sunlit ,180,2000,microplankton,749,217080,3,3
9091,ERR4227193,PRJEB6610,SAMEA2622084,illumina,-21.146,-104.787,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,5,Surface,sunlit ,0.8,>0.8,picoplankton +,4832,262715,1082,19
9117,ERR4227194,PRJEB6610,SAMEA2622084,illumina,-21.146,-104.787,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,5,Surface,sunlit ,0.8,>0.8,picoplankton +,4931,263308,1102,21
9511,ERR10235195,PRJEB6610,SAMEA2622074,illumina,-21.146,-104.787,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,5,Surface,sunlit ,0.22,3,picoplankton ,4140,382147,1977,18
9962,ERR10234227,PRJEB6610,SAMEA2622086,illumina,-21.146,-104.787,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,5,Surface,sunlit ,0.8,5,picoplankton +,5178,421923,2740,24
10406,ERR2223237,PRJEB23913,SAMEA104432425,illumina,-21.093,-35.972,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),3,Surface,sunlit ,0.2,3,picoplankton,1571,56924,463,18
5255,ERR10234893,PRJEB6610,SAMEA2657101,illumina,-21.092,-35.417,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),150,Epipelagic,sunlit ,5,20,picoplankton +,3010,535656,0,0
5298,ERR10234836,PRJEB6610,SAMEA2656998,illumina,-21.0716,-35.3964,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),150,Epipelagic,sunlit ,20,180,microplankton,1775,394402,0,0
10652,ERR10235102,PRJEB6610,SAMEA2621216,illumina,-21.0292,-35.3498,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),150,Epipelagic,sunlit ,0.22,3,picoplankton ,6102,375084,3455,27
10683,ERR10234600,PRJEB6610,SAMEA2621225,illumina,-21.0292,-35.3498,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),150,Epipelagic,sunlit ,0.8,>0.8,picoplankton +,5465,260411,2441,27
10790,ERR10234601,PRJEB6610,SAMEA2621225,illumina,-21.0292,-35.3498,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),150,Epipelagic,sunlit ,0.8,>0.8,picoplankton +,5460,263034,2607,30
11653,ERR10234182,PRJEB6610,SAMEA2621226,illumina,-21.0292,-35.3498,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),150,Epipelagic,sunlit ,0.8,5,picoplankton +,6247,443391,7510,28
5448,ERR10234299,PRJEB6610,SAMEA2656962,illumina,-21.004,-35.3168,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),150,Epipelagic,sunlit ,180,2000,microplankton,598,253957,0,0
5821,ERR10234298,PRJEB6610,SAMEA2656962,illumina,-21.004,-35.3168,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),150,Epipelagic,sunlit ,180,2000,microplankton,607,253821,1,1
4908,SRR6400994,PRJNA385736,SAMN08219188,illumina,-20.99733,-169.99915,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,1000.7,Bathypelagic,dark_ocean,0.22,NA,picoplankton +,29,90,0,0
4946,SRR6400995,PRJNA385736,SAMN08219187,illumina,-20.99733,-169.99915,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,2001.4,Bathypelagic,dark_ocean,0.22,NA,picoplankton +,34,226,0,0
5067,SRR6401307,PRJNA385736,SAMN08219189,illumina,-20.99733,-169.99915,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,501.8,Mesopelagic,dark_ocean,0.22,NA,picoplankton +,71,2163,0,0
11059,SRR7036218,PRJNA385736,SAMN08952750,illumina,-20.99733,-169.99915,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,76.5,Epipelagic,sunlit ,0.22,NA,picoplankton +,1582,55504,636,18
11284,SRR6400957,PRJNA385736,SAMN08219190,illumina,-20.99733,-169.99915,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,51.4,Epipelagic,sunlit ,0.22,NA,picoplankton +,2618,114365,1497,26
11412,SRR7038617,PRJNA385736,SAMN08952956,illumina,-20.99733,-169.99915,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,5.5,Epipelagic,sunlit ,0.22,NA,picoplankton +,1767,55662,790,25
11863,SRR6400956,PRJNA385736,SAMN08219191,illumina,-20.99733,-169.99915,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,25.9,Epipelagic,sunlit ,0.22,NA,picoplankton +,1840,98176,2106,24
5256,ERR10234892,PRJEB6610,SAMEA2657095,illumina,-20.9724,-35.2724,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),5,Surface,sunlit ,5,20,picoplankton +,2213,549632,0,0
5360,ERR10234835,PRJEB6610,SAMEA2657030,illumina,-20.9514,-35.2273,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),5,Surface,sunlit ,20,180,microplankton,1843,439350,0,0
5809,ERR10234297,PRJEB6610,SAMEA2657091,illumina,-20.9406,-35.196,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),5,Surface,sunlit ,180,2000,microplankton,818,283115,1,1
5913,ERR10234296,PRJEB6610,SAMEA2657091,illumina,-20.9406,-35.196,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),5,Surface,sunlit ,180,2000,microplankton,789,281059,2,2
9589,ERR4227166,PRJEB6610,SAMEA2621208,illumina,-20.9354,-35.1803,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),5,Surface,sunlit ,0.8,>0.8,picoplankton +,4444,253247,1360,26
9592,ERR4227165,PRJEB6610,SAMEA2621208,illumina,-20.9354,-35.1803,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),5,Surface,sunlit ,0.8,>0.8,picoplankton +,4468,249405,1343,26
10161,ERR10234467,PRJEB6610,SAMEA2621209,illumina,-20.9354,-35.1803,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),5,Surface,sunlit ,0.8,5,picoplankton +,5705,654960,4721,29
11130,ERR10235101,PRJEB6610,SAMEA2621198,illumina,-20.9354,-35.1803,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),5,Surface,sunlit ,0.22,3,picoplankton ,4736,378609,4536,30
6111,ERR10234678,PRJEB6610,SAMEA2621244,illumina,-20.9315,-35.1794,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),800,Mesopelagic,dark_ocean,3,>3,picoplankton +,3097,783731,28,7
8537,ERR10235103,PRJEB6610,SAMEA2621232,illumina,-20.9315,-35.1794,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),800,Mesopelagic,dark_ocean,0.22,3,picoplankton ,4750,362560,1047,30
5003,SRR6400985,PRJNA385736,SAMN08219192,illumina,-20.50315,-169.99905,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,5765.7,Bathypelagic,dark_ocean,0.22,NA,picoplankton +,20,175,0,0
5072,SRR6400992,PRJNA385736,SAMN08219195,illumina,-20.50315,-169.99905,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,535.3,Mesopelagic,dark_ocean,0.22,NA,picoplankton +,111,9462,0,0
11035,SRR6400990,PRJNA385736,SAMN08219193,illumina,-20.50315,-169.99905,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,2086,Bathypelagic,dark_ocean,0.22,NA,picoplankton +,58,265,3,1
6706,SRR6400991,PRJNA385736,SAMN08219194,illumina,-20.50315,-169.99905,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,1036,Bathypelagic,dark_ocean,0.22,NA,picoplankton +,113,21542,8,2
10385,SRR7036221,PRJNA385736,SAMN08952751,illumina,-20.50315,-169.99905,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,135,Epipelagic,sunlit ,0.22,NA,picoplankton +,2252,60344,486,8
10578,SRR6400977,PRJNA385736,SAMN08219197,illumina,-20.50315,-169.99905,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,60.7,Epipelagic,sunlit ,0.22,NA,picoplankton +,3761,138365,1222,25
11378,SRR6400976,PRJNA385736,SAMN08219196,illumina,-20.50315,-169.99905,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,86.1,Epipelagic,sunlit ,0.22,NA,picoplankton +,2549,71004,984,24
11778,SRR7038612,PRJNA385736,SAMN08952957,illumina,-20.50315,-169.99905,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,4.3,Surface,sunlit ,0.22,NA,picoplankton +,1978,61550,1196,23
5926,ERR10234891,PRJEB6610,SAMEA2656958,illumina,-20.4107,-3.1775,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),5,Surface,sunlit ,5,20,picoplankton +,2184,478169,4,2
10516,ERR4227159,PRJEB6610,SAMEA2621080,illumina,-20.4091,-3.1759,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),5,Surface,sunlit ,0.8,>0.8,picoplankton +,4542,266630,2289,25
10518,ERR4227158,PRJEB6610,SAMEA2621080,illumina,-20.4091,-3.1759,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),5,Surface,sunlit ,0.8,>0.8,picoplankton +,4465,263741,2268,23
11523,ERR10235099,PRJEB6610,SAMEA2621066,illumina,-20.4091,-3.1759,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),5,Surface,sunlit ,0.22,3,picoplankton ,4339,391299,6018,30
11571,ERR10234466,PRJEB6610,SAMEA2621082,illumina,-20.4091,-3.1759,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),5,Surface,sunlit ,0.8,5,picoplankton +,5414,574552,9217,31
6626,ERR10235100,PRJEB6610,SAMEA2621092,illumina,-20.4075,-3.1641,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),800,Mesopelagic,dark_ocean,0.22,3,picoplankton ,3812,344498,107,16
6557,ERR10234668,PRJEB6610,SAMEA2621104,illumina,-20.4075,-3.1641,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),800,Mesopelagic,dark_ocean,3,>3,picoplankton +,3350,883710,226,12
5525,ERR10234295,PRJEB6610,SAMEA2657034,illumina,-20.4035,-3.1859,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),5,Surface,sunlit ,180,2000,microplankton,882,259936,0,0
5961,ERR10234294,PRJEB6610,SAMEA2657034,illumina,-20.4035,-3.1859,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),5,Surface,sunlit ,180,2000,microplankton,872,258368,3,3
5792,ERR10234834,PRJEB6610,SAMEA2656971,illumina,-20.3943,-3.2085,marine_water,SAO,0-30S,Trades - South Atlantic Gyral Province (SATG),5,Surface,sunlit ,20,180,microplankton,1924,456661,1,1
4929,SRR6400980,PRJNA385736,SAMN08219199,illumina,-19.99822,-170.0022,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,1934.6,Bathypelagic,dark_ocean,0.22,NA,picoplankton +,56,4541,0,0
4993,SRR6400978,PRJNA385736,SAMN08219198,illumina,-19.99822,-170.0022,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,5418.4,Bathypelagic,dark_ocean,0.22,NA,picoplankton +,12,164,0,0
5058,SRR6401308,PRJNA385736,SAMN08219201,illumina,-19.99822,-170.0022,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,466.3,Mesopelagic,dark_ocean,0.22,NA,picoplankton +,59,2553,0,0
6875,SRR6400993,PRJNA385736,SAMN08219200,illumina,-19.99822,-170.0022,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,965.8,Mesopelagic,dark_ocean,0.22,NA,picoplankton +,55,1943,1,1
11244,SRR6401211,PRJNA385736,SAMN08219203,illumina,-19.99822,-170.0022,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,40.2,Epipelagic,sunlit ,0.22,NA,picoplankton +,2159,55330,705,24
11347,SRR6401212,PRJNA385736,SAMN08219202,illumina,-19.99822,-170.0022,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,125.4,Epipelagic,sunlit ,0.22,NA,picoplankton +,2611,73481,1002,23
11657,SRR7036224,PRJNA385736,SAMN08952752,illumina,-19.99822,-170.0022,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,90.4,Epipelagic,sunlit ,0.22,NA,picoplankton +,2633,49569,843,24
11917,SRR7038798,PRJNA385736,SAMN08952958,illumina,-19.99822,-170.0022,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,4.3,Surface,sunlit ,0.22,NA,picoplankton +,2592,73615,1648,26
4968,SRR6401214,PRJNA385736,SAMN08219204,illumina,-19.49528,-170.00262,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,4984.6,Bathypelagic,dark_ocean,0.22,NA,picoplankton +,23,397,0,0
10158,SRR6401208,PRJNA385736,SAMN08219206,illumina,-19.49528,-170.00262,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,1001.8,Bathypelagic,dark_ocean,0.22,NA,picoplankton +,33,833,6,1
10723,SRR6401213,PRJNA385736,SAMN08219205,illumina,-19.49528,-170.00262,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,2000.3,Bathypelagic,dark_ocean,0.22,NA,picoplankton +,38,104,1,1
4787,SRR6401207,PRJNA385736,SAMN08219207,illumina,-19.49528,-170.00262,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,501.4,Mesopelagic,dark_ocean,0.22,NA,picoplankton +,164,19543,0,0
10501,SRR6401209,PRJNA385736,SAMN08219209,illumina,-19.49528,-170.00262,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,50.4,Epipelagic,sunlit ,0.22,NA,picoplankton +,1998,79961,682,21
11145,SRR7036349,PRJNA385736,SAMN08952753,illumina,-19.49528,-170.00262,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,106.4,Epipelagic,sunlit ,0.22,NA,picoplankton +,2494,56269,678,18
11449,SRR6401210,PRJNA385736,SAMN08219208,illumina,-19.49528,-170.00262,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,75.9,Epipelagic,sunlit ,0.22,NA,picoplankton +,1980,86087,1253,23
11680,SRR7038793,PRJNA385736,SAMN08952959,illumina,-19.49528,-170.00262,marine_water,SPO,0-30S,Westerlies - S. Pacific Subtropical Gyre Province,4.9,Surface,sunlit ,0.22,NA,picoplankton +,2415,73230,1276,24
11120,SRR5924705,PRJNA385736,SAMN07482763,illumina,-19.3085,147.6184,marine_water,SPO,0-30S,Coastal - East Australian Coastal Province,NA,NA,NA,0.22,NA,picoplankton +,2209,64684,773,22
11325,SRR5924701,PRJNA385736,SAMN07482762,illumina,-19.3085,147.6184,marine_water,SPO,0-30S,Coastal - East Australian Coastal Province,NA,NA,NA,0.22,NA,picoplankton +,1631,35195,473,15
5016,SRR5924693,PRJNA385736,SAMN07482778,illumina,-19.3085,147.6184,marine_water,SPO,0-30S,Coastal - East Australian Coastal Province,20,Epipelagic,sunlit ,0.22,NA,picoplankton +,275,24089,0,0
7682,SRR5916592,PRJNA385736,SAMN07483343,illumina,-19.3085,147.6184,marine_water,SPO,0-30S,Coastal - East Australian Coastal Province,10,Epipelagic,sunlit ,0.22,NA,picoplankton +,1148,86676,128,6
